Signal,Maximum Amplitude,Mean,S.D,Energy,Average Power,Label
"0      -0.001
1       0.000
2      -0.001
3      -0.001
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.022,-0.000381,0.0016589234481288423,0.011585999999999999,1.4480689913760778e-06,Movement
"0       0.000
1       0.000
2      -0.001
3      -0.001
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.023,-0.0003695,0.0016462524978938394,0.011383999999999998,1.4228221472315959e-06,Movement
"0      -0.001
1      -0.001
2       0.000
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.026,-0.0003675,0.0017148407855337277,0.0123,1.537307836520435e-06,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.025,-0.00038325,0.0016617941591716059,0.011630999999999999,1.4536932883389576e-06,Movement
"0       0.004
1       0.002
2      -0.001
3      -0.004
4      -0.001
        ...  
3995    0.000
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.025,-0.00038500000000000003,0.001533741533235862,0.01,1.249843769528809e-06,Movement
"0       0.0
1       0.0
2       0.0
3       0.0
4       0.0
       ... 
3995    0.0
3996    0.0
3997    0.0
3998    0.0
3999    0.0
Name: 2, Length: 4000, dtype: float64",0.023,-0.00038,0.001547642981989039,0.010156000000000002,1.2693413323334585e-06,Movement
"0       0.000
1       0.000
2       0.000
3       0.001
4       0.000
        ...  
3995    0.000
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.023,-0.00037575,0.0015264810754209842,0.009883,1.2352205974253218e-06,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.023,-0.0003675,0.0015885762945672189,0.010631999999999999,1.3288338957630294e-06,Movement
"0       0.000
1       0.001
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.001
3997    0.000
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.02,-0.00036275,0.0015798058058179253,0.010507,1.3132108486439197e-06,Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.001
        ...  
3995    0.000
3996    0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.031,-0.00037375,0.001662303146371807,0.011609000000000001,1.4509436320459944e-06,Movement
"0       0.000
1       0.000
2       0.000
3       0.001
4       0.001
        ...  
3995   -0.002
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.023,-0.00038025,0.0014868465339953258,0.009419,1.1772278465191852e-06,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.021,-0.00037875,0.0014750736924301529,0.009274999999999999,1.15923009623797e-06,Movement
"0       0.000
1       0.000
2       0.001
3       0.001
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.02,-0.00035150000000000003,0.001554204503245785,0.010154,1.2690913635795526e-06,Movement
"0       0.000
1       0.000
2       0.001
3       0.000
4       0.001
        ...  
3995   -0.001
3996   -0.001
3997    0.000
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.019,-0.000369,0.001426831441337938,0.008686,1.0856142982127232e-06,Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997   -0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.028,-0.00038025,0.001840518083096048,0.014125,1.7654043244594426e-06,Movement
"0       0.000
1       0.001
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996   -0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.019,-0.000371,0.0014380111157401558,0.00882,1.1023622047244094e-06,Movement
"0      -0.001
1       0.000
2       0.000
3      -0.001
4       0.000
        ...  
3995   -0.001
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.019,-0.0003855,0.001515078749076752,0.009774,1.2215973003374577e-06,Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.002
3996    0.007
3997   -0.001
3998   -0.016
3999   -0.021
Name: 2, Length: 4000, dtype: float64",0.037,-0.0003835,0.0019160755690725247,0.015269999999999999,1.908511436070491e-06,Movement
"0      -0.013
1      -0.001
2       0.001
3      -0.002
4      -0.007
        ...  
3995   -0.001
3996   -0.001
3997    0.000
3998    0.000
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.049,-0.00038575,0.0022906895800583822,0.021579,2.6970378702662167e-06,Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.001
3996    0.001
3997    0.001
3998    0.000
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.047,-0.0003695,0.001999867399955395,0.016540000000000003,2.06724159480065e-06,Movement
"0       0.002
1       0.001
2       0.000
3      -0.001
4      -0.003
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.037,-0.0003735,0.001596287813552407,0.010748,1.3433320834895638e-06,Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.032,-0.000366,0.0018661228801048748,0.014462,1.8075240594925634e-06,Movement
"0      -0.001
1       0.000
2       0.000
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.000
3997   -0.001
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.035,-0.0003655,0.0019338678111954278,0.01549,1.936007999000125e-06,Movement
"0       0.000
1       0.000
2      -0.001
3      -0.001
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.023,-0.00035125,0.0016138539489811835,0.010908999999999999,1.3634545681789775e-06,Movement
"0       0.000
1       0.000
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.007
3996    0.006
3997    0.004
3998    0.002
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.036,-0.00035225,0.0021067224561808905,0.018244999999999997,2.2803399575053115e-06,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.001
4      -0.001
        ...  
3995    0.000
3996    0.002
3997    0.001
3998   -0.001
3999   -0.003
Name: 2, Length: 4000, dtype: float64",0.025,-0.00036475,0.0017064393986764778,0.012177,1.5219347581552307e-06,Movement
"0      -0.002
1       0.000
2       0.001
3       0.000
4      -0.001
        ...  
3995    0.002
3996    0.001
3997   -0.001
3998   -0.003
3999   -0.002
Name: 2, Length: 4000, dtype: float64",0.023,-0.0003615,0.0016704835763468946,0.011682000000000001,1.4600674915635547e-06,Movement
"0       0.001
1       0.003
2       0.001
3      -0.002
4      -0.003
        ...  
3995   -0.001
3996   -0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.021,-0.00037175,0.0016055205889649617,0.010860999999999999,1.3574553180852393e-06,Movement
"0       0.001
1       0.001
2       0.001
3       0.002
4       0.001
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.024,-0.0003695,0.0016397078735182129,0.011298,1.4120734908136484e-06,Movement
"0      -0.001
1      -0.001
2      -0.001
3       0.000
4       0.000
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.022,-0.000384,0.0015287669155468135,0.009936,1.2418447694038246e-06,Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998   -0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.027,-0.000375,0.001643030701926129,0.011358,1.419572553430821e-06,Movement
"0       0.0
1       0.0
2       0.0
3       0.0
4       0.0
       ... 
3995    0.0
3996    0.0
3997    0.0
3998    0.0
3999    0.0
Name: 2, Length: 4000, dtype: float64",0.04,-0.00035425,0.0017756816152676978,0.013111000000000001,1.6386701662292216e-06,Movement
"0       0.000
1      -0.001
2       0.000
3       0.000
4       0.000
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.041,-0.00036775,0.001872401241481717,0.014561000000000001,1.8198975128108987e-06,Movement
"0      -0.003
1      -0.004
2      -0.003
3      -0.002
4      -0.001
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.027,-0.000392,0.001790987970221288,0.013441999999999999,1.6800399950006248e-06,Movement
"0       0.002
1       0.002
2       0.001
3       0.000
4       0.000
        ...  
3995    0.003
3996    0.002
3997    0.001
3998    0.001
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.072,-0.00069525,0.008434640669780016,0.286435,3.5799900012498435e-05,Movement
"0       0.000
1      -0.001
2      -0.001
3      -0.002
4      -0.003
        ...  
3995   -0.001
3996   -0.002
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.064,-0.000684,0.0049701428128269085,0.100656,1.2580427446569178e-05,Movement
"0      -0.001
1      -0.001
2      -0.002
3      -0.001
4      -0.001
        ...  
3995   -0.011
3996   -0.010
3997   -0.008
3998   -0.003
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.085,-0.00069225,0.007587551164286648,0.232143,2.901424821897263e-05,Movement
"0       0.003
1       0.004
2       0.001
3       0.000
4      -0.002
        ...  
3995   -0.012
3996   -0.015
3997   -0.009
3998    0.000
3999    0.003
Name: 2, Length: 4000, dtype: float64",0.072,-0.0006825000000000001,0.005891890387904867,0.14068599999999998,1.7583552055993e-05,Movement
"0       0.001
1      -0.001
2      -0.004
3      -0.007
4      -0.012
        ...  
3995   -0.001
3996   -0.001
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.07,-0.000706,0.0054884965973137564,0.12245799999999998,1.5305336832895885e-05,Movement
"0       0.000
1       0.000
2      -0.001
3       0.000
4       0.000
        ...  
3995   -0.007
3996   -0.008
3997   -0.009
3998   -0.009
3999   -0.006
Name: 2, Length: 4000, dtype: float64",0.064,-0.00071425,0.0059846930644159866,0.14527099999999998,1.8156605424321957e-05,Movement
"0      -0.001
1       0.004
2       0.004
3       0.001
4      -0.003
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998    0.000
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.064,-0.00067825,0.005573283799572532,0.126055,1.57549056367954e-05,Movement
"0       0.001
1       0.001
2       0.001
3       0.000
4       0.000
        ...  
3995    0.002
3996    0.001
3997    0.002
3998    0.001
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.063,-0.00067725,0.006046298195422303,0.14802900000000002,1.850131233595801e-05,Movement
"0       0.002
1       0.002
2       0.003
3       0.003
4       0.003
        ...  
3995    0.000
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.13,-0.0007275000000000001,0.008645254701697013,0.301004,3.762079740032496e-05,Movement
"0       0.000
1       0.000
2       0.000
3       0.000
4       0.000
        ...  
3995    0.004
3996    0.004
3997    0.002
3998    0.003
3999    0.004
Name: 2, Length: 4000, dtype: float64",0.027,-0.000379,0.0017868008183037842,0.013342,1.6675415573053367e-06,Movement
"0      -0.001
1      -0.002
2      -0.001
3      -0.002
4      -0.003
        ...  
3995    0.001
3996    0.001
3997    0.001
3998    0.002
3999    0.003
Name: 2, Length: 4000, dtype: float64",0.127,-0.00068525,0.010418004422226715,0.435909,5.4481814773153354e-05,Movement
"0       0.002
1       0.002
2       0.001
3       0.001
4      -0.001
        ...  
3995   -0.002
3996   -0.003
3997   -0.004
3998   -0.003
3999   -0.003
Name: 2, Length: 4000, dtype: float64",0.049,-0.00070025,0.004483572854753893,0.082351,1.0292588426446693e-05,Movement
"0      -0.003
1      -0.004
2      -0.004
3      -0.005
4      -0.005
        ...  
3995    0.000
3996    0.000
3997    0.000
3998    0.000
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.033,-0.000699,0.0021858850663703353,0.021062,2.6324209473815776e-06,Movement
"0      -0.001
1      -0.002
2      -0.002
3      -0.002
4      -0.003
        ...  
3995    0.006
3996    0.007
3997    0.007
3998    0.007
3999    0.007
Name: 2, Length: 4000, dtype: float64",0.078,-0.00069425,0.005705602984247455,0.132111,1.6511811023622048e-05,Movement
"0       0.007
1       0.007
2       0.007
3       0.006
4       0.006
        ...  
3995    0.002
3996    0.001
3997    0.000
3998    0.000
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.246,-0.00068575,0.015951178858135878,1.019387,0.00012740744906886638,Movement
"0      -0.011
1      -0.004
2       0.004
3       0.013
4       0.020
        ...  
3995   -0.015
3996   -0.017
3997   -0.019
3998   -0.021
3999   -0.022
Name: 2, Length: 4000, dtype: float64",0.07,-0.0004725,0.01120625444939995,0.503088,6.287814023247094e-05,Movement
"0      -0.024
1      -0.025
2      -0.025
3      -0.025
4      -0.025
        ...  
3995    0.000
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.08,-0.0007925,0.011813057641132043,0.5605659999999999,7.006199225096861e-05,Movement
"0       0.000
1       0.000
2      -0.001
3       0.000
4       0.000
        ...  
3995   -0.011
3996   -0.012
3997   -0.013
3998   -0.013
3999   -0.014
Name: 2, Length: 4000, dtype: float64",0.095,-0.0006925,0.012714651365249264,0.6484059999999999,8.104061992250967e-05,Movement
"0      -0.013
1      -0.013
2      -0.013
3      -0.012
4      -0.011
        ...  
3995    0.002
3996    0.002
3997    0.001
3998    0.001
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.108,-0.000675,0.019257650149286598,1.48488,0.00018558680164979378,Movement
"0       0.005
1       0.004
2       0.003
3       0.001
4       0.001
        ...  
3995   -0.001
3996   -0.001
3997   -0.001
3998   -0.001
3999   -0.001
Name: 2, Length: 4000, dtype: float64",0.031,-0.00036975,0.0018599461786425063,0.014381,1.79740032495938e-06,Movement
"0       0.001
1       0.000
2       0.000
3       0.000
4      -0.001
        ...  
3995    0.006
3996    0.007
3997    0.008
3998    0.010
3999    0.011
Name: 2, Length: 4000, dtype: float64",0.139,-0.00090425,0.026242279745652096,2.757211,0.00034460829896262965,Movement
"0       0.013
1       0.013
2       0.014
3       0.014
4       0.014
        ...  
3995   -0.015
3996   -0.015
3997   -0.016
3998   -0.017
3999   -0.017
Name: 2, Length: 4000, dtype: float64",0.137,-0.00048,0.021892097112405536,1.9174980000000001,0.00023965729283839522,Movement
"0      -0.016
1      -0.016
2      -0.016
3      -0.014
4      -0.014
        ...  
3995   -0.003
3996   -0.003
3997   -0.003
3998   -0.003
3999   -0.003
Name: 2, Length: 4000, dtype: float64",0.121,-0.00067675,0.02016092446184671,1.6272769999999999,0.00020338420197475314,Movement
"0      -0.004
1      -0.004
2      -0.004
3      -0.004
4      -0.004
        ...  
3995    0.008
3996    0.008
3997    0.007
3998    0.007
3999    0.005
Name: 2, Length: 4000, dtype: float64",0.072,-0.00068075,0.016556323788868423,1.098027,0.00013723622047244095,Movement
"0       0.004
1       0.003
2       0.002
3       0.001
4      -0.001
        ...  
3995   -0.004
3996   -0.005
3997   -0.006
3998   -0.007
3999   -0.007
Name: 2, Length: 4000, dtype: float64",0.141,-0.0006795,0.022791448885175584,2.0791280000000003,0.0002598585176852894,Movement
"0      -0.007
1      -0.008
2      -0.008
3      -0.009
4      -0.009
        ...  
3995    0.000
3996    0.000
3997    0.001
3998    0.001
3999    0.001
Name: 2, Length: 4000, dtype: float64",0.139,-0.00068225,0.028079839819496338,3.1549829999999996,0.000394323584551931,Movement
"0       0.001
1       0.002
2       0.002
3       0.001
4       0.001
        ...  
3995    0.015
3996    0.016
3997    0.016
3998    0.017
3999    0.018
Name: 2, Length: 4000, dtype: float64",0.088,-0.000838,0.02294137817804713,2.10751,0.000263405824271966,Movement
"0       0.017
1       0.018
2       0.018
3       0.018
4       0.019
        ...  
3995    0.003
3996    0.004
3997    0.007
3998    0.008
3999    0.008
Name: 2, Length: 4000, dtype: float64",0.083,-0.0005852499999999999,0.0178849294131268,1.2805330000000001,0.00016004661917260344,Movement
"0       0.010
1       0.011
2       0.012
3       0.011
4       0.012
        ...  
3995   -0.004
3996   -0.004
3997   -0.004
3998   -0.003
3999    0.000
Name: 2, Length: 4000, dtype: float64",0.105,-0.000645,0.019022051272369448,1.4486560000000002,0.00018105936757905263,Movement
"0       0.002
1       0.002
2       0.001
3       0.000
4       0.000
        ...  
3995    0.019
3996    0.018
3997    0.019
3998    0.018
3999    0.018
Name: 2, Length: 4000, dtype: float64",0.095,-0.0006585,0.01894665199066616,1.437278,0.00017963729533808275,Movement
"0      -0.001
1      -0.001
2      -0.001
3      -0.002
4      -0.002
        ...  
3995    0.006
3996   -0.001
3997   -0.004
3998   -0.002
3999    0.002
Name: 2, Length: 4000, dtype: float64",0.033,-0.000377,0.0020898475699716547,0.018033999999999998,2.253968253968254e-06,Movement
